device_id,device_type,data_type,location_type,access_frequency,user_consent,network_security_level,data_sensitivity,encryption_level,retention_period,data_volume,access_pattern,last_audit_days,data_anonymization,data_pseudonymization,data_minimization,purpose_limitation,storage_duration,data_sharing,compliance_status,security_incidents,privacy_impact_assessment,data_protection_officer,risk_level
device_458,gateway,pressure,public_space,98,False,5,5,3,310,200,irregular,28,False,True,False,True,118,internal,partially_compliant,1,True,False,3
device_459,actuator,audio,restricted,24,False,2,4,2,177,945,regular,14,False,True,True,True,308,external,compliant,3,True,False,4
device_460,actuator,temperature,public_space,58,True,2,2,2,168,136,burst,89,False,False,True,True,241,internal,compliant,0,False,True,3
device_461,wearable,health,semi_public,29,True,2,3,2,113,447,irregular,3,True,False,False,True,48,none,partially_compliant,3,True,False,3
device_462,wearable,location,restricted,68,True,5,2,1,27,977,regular,47,True,False,False,True,116,internal,partially_compliant,0,True,True,3
device_463,camera,health,semi_public,11,True,5,2,2,214,822,burst,22,False,False,True,False,249,internal,non_compliant,2,True,True,3
device_464,actuator,temperature,public_space,3,False,3,4,1,84,723,regular,77,True,False,False,True,323,internal,partially_compliant,3,True,False,3
device_465,camera,audio,restricted,12,True,2,4,2,213,18,irregular,7,True,False,False,False,77,internal,partially_compliant,4,True,False,4
device_466,actuator,pressure,public_space,77,False,5,4,1,132,451,burst,48,True,True,True,False,62,internal,compliant,2,True,False,3
device_467,camera,humidity,restricted,53,True,3,5,3,170,734,burst,27,True,True,True,True,175,external,compliant,1,True,False,3
device_468,wearable,pressure,public_space,87,False,1,4,3,200,32,irregular,69,False,True,False,True,96,none,compliant,3,False,True,4
device_469,wearable,video,restricted,19,True,4,2,2,33,574,irregular,4,True,True,True,True,68,external,partially_compliant,3,True,True,3
device_470,gateway,humidity,private_space,20,True,1,5,1,155,316,irregular,3,True,False,True,False,148,internal,compliant,1,False,True,3
device_471,actuator,audio,public_space,45,True,1,5,2,72,483,regular,79,False,True,False,True,56,internal,compliant,2,False,False,4
device_472,actuator,health,semi_public,79,False,2,1,2,154,403,regular,86,True,True,True,True,109,internal,partially_compliant,2,True,True,3
device_473,camera,humidity,restricted,34,True,1,5,1,75,331,burst,15,False,False,True,True,253,internal,compliant,1,True,True,3
device_474,sensor,video,private_space,6,False,3,4,3,159,151,irregular,86,True,True,True,True,133,none,non_compliant,1,True,True,3
device_475,wearable,health,public_space,19,True,1,1,1,23,491,burst,56,False,True,True,True,102,none,compliant,1,True,True,3
device_476,camera,pressure,restricted,57,True,3,4,2,187,248,burst,86,True,True,True,True,182,internal,compliant,3,False,True,3
device_477,wearable,location,semi_public,56,True,4,4,1,297,392,irregular,72,False,True,True,True,63,none,compliant,2,True,True,3
device_478,camera,health,public_space,46,False,5,3,1,57,309,regular,58,True,True,False,False,52,external,compliant,4,True,False,4
device_479,actuator,video,restricted,38,True,3,2,1,130,426,burst,79,True,True,True,True,279,none,compliant,1,True,True,3
device_480,sensor,health,semi_public,37,False,3,1,2,235,302,regular,46,True,True,True,False,231,external,compliant,4,True,False,3
device_481,sensor,video,public_space,12,True,5,3,1,217,427,burst,40,True,False,True,False,98,none,compliant,4,True,True,3
device_482,actuator,audio,public_space,35,True,1,1,2,243,735,irregular,82,False,False,False,True,59,none,compliant,3,True,True,3
device_483,gateway,humidity,private_space,96,True,5,1,1,346,669,irregular,42,True,False,True,True,225,none,compliant,0,True,True,2
device_484,wearable,location,restricted,95,True,4,2,2,209,59,burst,49,True,True,False,True,262,external,compliant,1,True,True,3
device_485,gateway,temperature,restricted,24,True,5,3,3,18,690,regular,28,True,False,True,True,46,external,compliant,0,True,False,2
device_486,wearable,video,restricted,8,True,3,5,3,30,248,regular,12,False,False,True,True,330,internal,partially_compliant,3,False,True,4
device_487,gateway,temperature,semi_public,80,True,2,1,2,94,563,irregular,36,False,True,True,True,50,internal,compliant,0,True,True,2
device_488,sensor,pressure,semi_public,6,True,2,4,1,341,878,regular,32,False,True,True,True,136,internal,partially_compliant,0,True,True,2
device_489,camera,location,public_space,92,True,2,5,1,165,292,burst,46,True,False,False,True,323,internal,partially_compliant,0,True,False,4
device_490,sensor,audio,public_space,39,True,5,1,2,179,841,burst,80,True,True,False,True,180,internal,partially_compliant,2,True,True,2
device_491,camera,temperature,restricted,39,False,2,3,1,63,299,irregular,6,True,True,True,True,198,internal,non_compliant,3,False,True,4
device_492,wearable,audio,restricted,72,False,4,3,3,19,828,burst,16,True,False,True,True,181,none,compliant,4,True,True,3
device_493,gateway,health,public_space,48,False,2,2,1,227,492,irregular,46,True,False,False,True,95,internal,partially_compliant,3,True,True,4
device_494,camera,pressure,semi_public,11,True,3,2,3,88,59,burst,82,True,True,True,True,159,external,compliant,4,True,True,3
device_495,actuator,temperature,restricted,7,True,1,3,3,100,444,burst,72,True,True,True,True,193,internal,partially_compliant,4,True,True,3
device_496,wearable,audio,public_space,13,True,5,1,3,69,815,burst,19,False,False,True,True,137,external,partially_compliant,0,False,True,3
device_497,wearable,identification,semi_public,61,True,5,4,3,137,388,burst,88,True,True,True,True,251,internal,partially_compliant,2,True,True,3
device_498,actuator,health,restricted,81,True,1,2,3,351,767,regular,39,True,False,False,False,325,external,compliant,2,False,True,4
device_499,sensor,temperature,public_space,3,False,5,1,1,172,512,irregular,20,False,True,True,True,315,internal,compliant,2,True,True,2
device_500,wearable,location,public_space,23,False,5,4,1,32,960,regular,41,True,False,False,False,278,external,compliant,0,True,True,4
device_501,gateway,humidity,semi_public,28,False,5,3,1,284,989,irregular,73,True,False,True,True,142,internal,compliant,3,True,True,3
device_502,camera,pressure,public_space,62,False,2,5,1,197,883,burst,2,False,True,True,True,52,none,compliant,0,True,True,3
device_503,wearable,humidity,semi_public,98,True,2,3,1,80,426,regular,67,False,False,True,True,76,internal,compliant,3,True,True,3
device_504,gateway,identification,restricted,34,False,1,2,2,305,451,burst,24,False,True,False,False,281,none,compliant,4,False,True,4
device_505,actuator,identification,public_space,16,False,1,4,3,172,978,regular,26,False,True,True,True,115,external,compliant,2,False,False,4
device_506,wearable,identification,semi_public,36,True,2,4,2,72,872,burst,89,True,False,True,True,113,external,partially_compliant,1,True,True,4
device_507,wearable,temperature,restricted,83,True,4,3,1,294,540,irregular,86,False,False,False,True,211,internal,partially_compliant,0,False,False,3
device_508,actuator,health,restricted,84,True,1,5,3,235,993,irregular,49,False,True,False,True,298,internal,compliant,1,True,True,4
device_509,camera,location,semi_public,26,True,5,2,1,37,366,burst,48,True,False,True,True,59,none,partially_compliant,0,True,True,2
device_510,actuator,audio,private_space,60,True,3,3,3,325,571,irregular,35,False,True,True,True,231,none,compliant,2,True,True,3
device_511,gateway,pressure,restricted,1,True,2,5,2,137,73,burst,70,True,False,False,True,320,none,compliant,0,True,True,3
device_512,sensor,health,public_space,17,True,1,2,2,123,426,irregular,3,True,False,False,True,174,external,partially_compliant,1,False,True,3
device_513,camera,pressure,public_space,54,True,4,2,1,23,834,burst,8,True,True,False,True,300,external,compliant,3,True,True,3
device_514,actuator,location,private_space,32,True,1,1,2,32,911,burst,6,False,False,True,True,114,external,compliant,0,True,True,3
device_515,gateway,humidity,restricted,22,True,1,1,1,48,940,regular,42,True,False,True,True,318,internal,compliant,3,True,True,3
device_516,wearable,health,private_space,25,True,4,4,2,99,909,irregular,11,True,True,False,True,75,none,compliant,1,True,False,3
device_517,gateway,identification,private_space,42,True,4,3,1,224,21,burst,5,True,True,False,False,222,internal,compliant,3,False,False,4
device_518,sensor,temperature,semi_public,54,False,2,3,2,184,918,irregular,83,True,True,True,True,102,external,compliant,4,True,False,3
device_519,gateway,health,public_space,36,True,1,4,1,19,323,burst,38,True,True,False,True,61,internal,partially_compliant,0,True,False,4
device_520,wearable,video,public_space,1,True,5,5,3,186,390,irregular,86,True,False,True,True,67,internal,partially_compliant,1,True,True,3
device_521,wearable,audio,private_space,83,False,3,4,2,293,811,burst,37,True,True,False,True,231,external,compliant,0,False,True,4
device_522,sensor,temperature,private_space,44,True,1,5,2,259,501,regular,75,False,True,True,True,200,internal,compliant,1,True,False,3
device_523,camera,pressure,restricted,31,True,5,5,2,255,659,regular,46,True,True,True,True,331,external,compliant,0,True,False,2
device_524,wearable,humidity,semi_public,28,False,3,3,1,197,671,irregular,86,True,True,True,True,326,none,compliant,4,True,True,3
device_525,gateway,video,public_space,90,True,5,4,1,216,68,irregular,72,True,True,True,True,207,internal,compliant,1,True,True,3
device_526,actuator,pressure,private_space,65,True,2,5,3,295,777,burst,25,False,True,True,True,130,internal,partially_compliant,2,False,False,3
device_527,gateway,pressure,public_space,24,True,4,3,1,242,38,irregular,44,True,True,True,True,121,none,compliant,4,True,True,2
device_528,wearable,video,public_space,56,False,5,3,2,158,577,regular,34,False,True,True,True,342,none,compliant,1,True,False,3
device_529,wearable,health,semi_public,29,False,5,4,1,116,564,burst,34,False,False,False,True,295,none,compliant,2,True,True,4
device_530,camera,audio,public_space,17,True,1,1,1,215,560,burst,18,True,False,True,True,33,external,compliant,4,True,True,3
device_531,camera,identification,semi_public,93,False,2,3,1,181,792,irregular,9,True,True,False,True,22,none,compliant,0,False,True,3
device_532,wearable,location,public_space,15,True,5,2,3,95,405,irregular,15,True,False,True,False,156,external,compliant,2,True,True,3
device_533,sensor,temperature,private_space,90,True,5,4,1,350,376,regular,84,True,True,True,True,106,external,compliant,0,True,False,2
device_534,camera,temperature,restricted,90,False,3,2,2,240,288,regular,52,False,False,True,True,358,none,partially_compliant,4,True,True,3
device_535,gateway,identification,private_space,88,False,3,3,2,122,254,burst,60,True,False,False,False,261,internal,partially_compliant,0,True,False,4
device_536,sensor,location,public_space,25,False,1,2,1,16,755,regular,85,True,False,True,False,41,internal,compliant,0,True,False,3
device_537,wearable,video,private_space,2,True,1,1,3,60,6,regular,12,True,False,True,True,37,internal,compliant,4,False,False,3
device_538,actuator,health,restricted,86,False,5,2,1,348,134,regular,20,True,True,False,False,295,internal,compliant,0,False,True,3
device_539,gateway,pressure,restricted,81,False,3,1,1,236,113,irregular,9,False,False,True,True,261,none,compliant,4,True,True,3
device_540,gateway,location,private_space,80,True,1,5,1,138,73,burst,80,False,True,True,True,184,internal,compliant,2,True,True,4
device_541,sensor,pressure,semi_public,38,True,3,5,3,114,981,irregular,66,True,True,True,True,73,none,compliant,2,True,False,2
device_542,gateway,location,restricted,78,False,4,3,3,164,224,burst,46,True,True,False,True,289,internal,compliant,4,True,True,4
device_543,actuator,pressure,private_space,24,False,2,4,1,172,69,regular,34,False,False,False,True,263,internal,compliant,3,False,True,4
device_544,sensor,health,private_space,1,True,4,2,1,194,995,burst,9,False,True,True,True,180,external,compliant,2,True,True,3
device_545,camera,video,semi_public,11,True,5,5,3,304,972,irregular,2,True,True,False,True,355,none,partially_compliant,0,True,True,2
device_546,actuator,location,semi_public,16,True,5,1,1,4,959,regular,59,False,False,True,True,286,none,compliant,4,True,True,3
device_547,actuator,temperature,restricted,29,True,1,5,1,34,110,burst,25,True,False,True,True,196,internal,partially_compliant,0,True,True,3
device_548,actuator,pressure,semi_public,52,True,3,1,1,97,702,regular,44,True,True,True,True,145,none,partially_compliant,2,True,False,2
device_549,sensor,humidity,restricted,19,False,5,4,2,144,802,regular,76,False,False,False,False,320,none,compliant,1,False,True,3
device_550,gateway,health,restricted,99,True,5,3,2,33,177,burst,78,True,False,True,True,147,internal,non_compliant,1,True,True,3
device_551,wearable,identification,restricted,71,True,3,5,2,23,490,regular,65,True,True,True,True,98,internal,compliant,3,True,True,3
device_552,actuator,health,private_space,3,True,3,3,1,259,763,regular,7,False,True,True,True,223,none,partially_compliant,3,True,True,3
device_553,gateway,humidity,semi_public,9,False,3,3,2,196,245,irregular,40,True,True,True,True,217,internal,compliant,2,True,True,2
device_554,sensor,video,public_space,30,False,2,5,3,179,928,irregular,74,True,True,True,True,6,none,compliant,3,True,True,3
device_555,gateway,location,private_space,44,False,2,5,1,163,544,irregular,3,True,True,True,False,318,none,compliant,4,True,True,4
device_556,wearable,humidity,restricted,37,True,1,5,2,5,532,irregular,13,True,False,True,True,161,external,compliant,2,False,True,4
device_557,actuator,audio,restricted,98,True,4,3,3,1,119,irregular,80,True,False,True,False,66,internal,non_compliant,1,True,True,3
device_558,sensor,pressure,restricted,68,True,5,4,1,51,828,regular,6,True,True,False,True,7,none,non_compliant,0,True,True,2
device_559,camera,audio,restricted,12,True,1,4,1,310,523,regular,83,True,False,True,True,310,none,partially_compliant,0,False,True,3
device_560,wearable,temperature,semi_public,80,True,5,5,1,112,678,burst,59,True,False,False,True,319,external,compliant,3,True,True,3
device_561,actuator,pressure,semi_public,62,False,2,3,2,253,559,regular,72,True,False,True,True,170,internal,compliant,4,True,True,3
device_562,gateway,identification,restricted,3,True,4,2,1,126,358,burst,21,False,False,True,True,2,none,compliant,2,True,True,3
device_563,wearable,video,public_space,56,True,2,1,1,36,161,regular,60,True,False,False,True,286,internal,compliant,0,True,True,3
device_564,wearable,pressure,semi_public,14,False,2,4,3,232,490,regular,74,True,False,True,True,8,internal,non_compliant,1,True,True,3
device_565,camera,humidity,private_space,41,False,4,1,3,213,372,regular,74,False,False,False,True,268,internal,compliant,0,True,False,2
device_566,actuator,health,private_space,85,False,5,3,1,162,755,burst,12,False,False,True,True,333,internal,non_compliant,0,True,True,3
device_567,camera,temperature,public_space,91,True,4,4,2,62,701,burst,69,False,True,True,True,194,internal,non_compliant,4,True,True,3
device_568,camera,audio,semi_public,17,True,2,3,3,329,82,burst,22,True,False,True,False,32,internal,compliant,4,True,True,3
device_569,wearable,location,restricted,65,True,2,4,2,318,178,regular,4,True,True,True,True,206,external,non_compliant,0,True,True,3
device_570,sensor,audio,semi_public,91,True,4,2,2,20,969,regular,65,True,False,True,True,144,internal,compliant,0,False,True,2
device_571,wearable,video,private_space,74,False,2,1,1,105,594,irregular,25,True,True,True,True,191,external,compliant,0,True,False,3
device_572,actuator,identification,restricted,70,True,3,5,3,97,142,irregular,45,False,True,True,True,37,internal,compliant,0,True,True,3
device_573,sensor,health,public_space,5,True,4,3,2,268,100,burst,54,True,False,True,True,176,external,compliant,2,True,True,3
device_574,wearable,video,private_space,64,True,3,4,3,102,816,regular,40,False,True,False,True,15,external,compliant,3,True,False,4
device_575,camera,video,private_space,83,False,3,3,2,93,955,burst,81,False,True,True,True,196,internal,compliant,3,True,True,4
device_576,actuator,health,private_space,12,True,1,3,2,106,505,burst,82,True,False,True,False,296,external,partially_compliant,0,False,True,4
device_577,actuator,location,restricted,68,True,3,4,2,249,71,regular,42,True,True,False,False,84,none,compliant,3,False,True,4
device_578,wearable,temperature,public_space,44,True,3,2,2,193,616,burst,88,False,False,True,True,354,none,compliant,1,False,True,3
device_579,wearable,pressure,public_space,12,True,1,5,3,202,748,burst,23,False,True,False,True,323,none,compliant,4,True,True,3
device_580,sensor,location,private_space,6,True,1,2,1,79,220,regular,2,True,True,False,True,96,none,compliant,4,True,True,3
device_581,wearable,location,semi_public,26,True,3,2,2,232,869,irregular,76,False,True,True,True,190,none,compliant,0,True,True,3
device_582,actuator,identification,public_space,98,True,3,5,1,145,70,regular,76,True,False,True,True,279,internal,compliant,3,True,True,3
device_583,wearable,health,restricted,50,True,4,1,3,128,511,regular,57,False,True,True,False,127,internal,compliant,3,False,True,3
device_584,gateway,health,semi_public,22,True,1,3,3,286,259,regular,59,True,True,False,True,28,internal,partially_compliant,0,True,True,3
device_585,gateway,temperature,restricted,80,True,1,5,2,276,175,burst,73,False,False,True,True,202,external,partially_compliant,0,True,True,4
device_586,actuator,temperature,semi_public,37,False,4,1,2,264,70,regular,5,False,False,False,False,112,none,compliant,2,True,True,2
device_587,gateway,temperature,restricted,13,False,4,3,2,322,675,regular,77,True,False,True,True,359,none,partially_compliant,1,False,True,3
device_588,camera,identification,private_space,69,False,4,2,2,171,798,irregular,84,True,True,True,True,347,none,partially_compliant,0,False,True,3
device_589,actuator,location,public_space,86,True,5,1,2,111,17,irregular,8,False,True,False,True,50,internal,compliant,2,True,True,2
device_590,actuator,humidity,private_space,10,False,1,4,1,164,524,regular,77,False,False,True,True,109,none,compliant,1,False,True,3
device_591,wearable,health,semi_public,70,True,4,3,2,118,365,regular,84,True,False,True,True,216,none,compliant,1,False,True,3
device_592,gateway,video,semi_public,16,True,4,3,3,244,936,regular,65,False,False,True,True,361,none,compliant,1,False,True,3
device_593,gateway,video,private_space,62,False,1,4,3,242,439,burst,33,True,False,True,True,334,none,compliant,3,True,True,4
device_594,gateway,audio,public_space,67,True,4,5,3,9,569,burst,85,True,True,True,True,285,internal,partially_compliant,2,True,True,3
device_595,gateway,location,restricted,95,True,4,1,2,355,500,irregular,64,True,True,True,True,61,none,compliant,2,True,True,2
device_596,gateway,location,private_space,37,True,2,2,2,315,366,burst,82,True,False,True,True,239,none,compliant,4,True,True,3
device_597,wearable,identification,private_space,34,True,1,5,1,85,735,irregular,78,False,False,True,True,35,external,compliant,3,False,True,5
device_598,wearable,humidity,public_space,47,False,5,4,2,265,686,regular,37,False,True,True,True,274,none,compliant,0,False,False,3
device_599,wearable,temperature,private_space,34,False,5,5,3,251,848,regular,11,True,False,True,True,286,external,non_compliant,4,True,True,3
device_600,gateway,video,private_space,29,True,1,2,1,249,685,burst,23,False,True,False,False,352,none,partially_compliant,1,False,True,4
device_601,sensor,video,restricted,79,True,3,4,2,181,907,regular,76,True,False,True,True,205,internal,non_compliant,4,True,True,3
device_602,wearable,identification,semi_public,63,True,2,4,2,250,837,burst,55,False,True,False,False,350,internal,non_compliant,0,True,True,4
device_603,actuator,video,public_space,3,True,5,5,1,311,239,irregular,67,True,False,False,False,52,internal,compliant,1,True,True,3
device_604,gateway,video,restricted,32,False,5,1,1,103,820,irregular,36,True,False,True,True,82,none,compliant,3,True,False,3
device_605,actuator,audio,restricted,86,True,4,2,1,18,344,burst,15,True,True,False,True,298,none,compliant,3,True,True,3
device_606,camera,humidity,public_space,90,True,5,5,1,237,938,irregular,21,True,True,True,False,260,internal,compliant,3,True,True,3
device_607,sensor,health,restricted,42,True,3,3,3,89,721,irregular,78,True,True,True,True,72,none,compliant,2,True,True,2
device_608,sensor,video,public_space,54,True,1,4,1,231,998,burst,87,True,False,False,True,165,internal,compliant,0,False,True,3
device_609,camera,humidity,restricted,83,True,1,3,3,297,79,irregular,20,True,False,True,True,350,internal,compliant,1,False,True,3
device_610,actuator,identification,restricted,16,False,1,3,2,92,264,irregular,37,True,False,False,False,51,internal,partially_compliant,4,True,True,4
device_611,gateway,pressure,semi_public,7,False,4,2,3,41,640,burst,89,True,True,True,True,294,internal,compliant,3,True,True,2
device_612,wearable,health,private_space,52,True,5,5,3,57,276,burst,41,True,True,True,True,241,internal,non_compliant,1,False,True,3
device_613,camera,location,semi_public,30,True,1,5,2,225,97,irregular,65,False,False,False,True,128,internal,partially_compliant,4,False,False,5
device_614,gateway,humidity,public_space,93,True,3,4,3,189,301,regular,58,True,False,True,True,282,internal,compliant,3,True,True,2
device_615,actuator,audio,public_space,32,False,2,5,3,335,697,regular,85,False,True,False,True,8,internal,compliant,1,False,False,4
device_616,camera,audio,public_space,90,True,1,2,3,345,723,irregular,73,True,False,False,True,300,none,compliant,0,False,True,3
device_617,wearable,video,public_space,52,True,1,5,3,250,13,regular,82,False,True,True,True,33,external,partially_compliant,0,False,True,4
device_618,wearable,audio,public_space,96,True,1,4,3,71,959,regular,69,True,True,False,True,206,internal,compliant,2,False,True,3
device_619,actuator,location,restricted,54,True,1,2,1,307,396,burst,7,True,False,True,True,234,none,partially_compliant,3,True,False,3
device_620,camera,video,restricted,55,True,2,4,1,329,155,regular,9,True,True,True,False,171,none,compliant,0,True,True,3
device_621,wearable,pressure,private_space,13,True,5,3,3,346,346,irregular,69,True,False,False,True,203,none,compliant,2,True,True,2
device_622,sensor,humidity,restricted,76,True,4,3,3,350,544,irregular,30,False,True,True,False,127,none,partially_compliant,4,True,True,3
device_623,camera,location,private_space,83,True,5,4,2,50,326,irregular,45,True,False,True,True,120,internal,partially_compliant,1,False,True,3
device_624,camera,health,semi_public,38,True,2,4,3,341,25,burst,56,True,True,True,True,30,internal,compliant,3,False,True,3
device_625,gateway,temperature,public_space,87,True,3,4,1,130,966,burst,24,False,False,True,False,255,none,compliant,1,False,False,3
device_626,gateway,humidity,public_space,49,True,2,2,1,324,719,irregular,81,True,True,False,True,4,internal,non_compliant,0,False,True,3
device_627,gateway,location,private_space,64,True,4,2,3,25,853,irregular,52,True,False,True,True,67,internal,compliant,1,True,True,2
device_628,actuator,temperature,public_space,43,True,5,5,2,284,591,burst,72,True,True,True,False,101,internal,non_compliant,4,False,False,3
device_629,actuator,video,private_space,72,True,4,5,3,204,719,burst,65,True,True,True,True,310,none,partially_compliant,3,True,True,3
device_630,sensor,pressure,restricted,54,True,1,2,1,100,320,burst,78,True,False,False,True,221,external,partially_compliant,3,False,True,4
device_631,actuator,identification,restricted,39,True,5,4,3,40,238,regular,57,True,True,True,True,27,internal,compliant,3,True,True,3
device_632,wearable,location,public_space,28,False,2,5,2,236,302,burst,32,False,False,True,True,99,internal,compliant,1,False,False,4
device_633,gateway,identification,public_space,64,False,2,4,1,71,246,irregular,71,False,True,True,True,18,external,compliant,2,True,False,4
device_634,wearable,audio,public_space,52,False,3,4,2,198,109,regular,88,False,True,False,True,98,internal,compliant,3,False,True,4
device_635,sensor,audio,private_space,48,True,2,2,3,15,480,regular,20,False,True,False,False,343,external,partially_compliant,0,True,True,3
device_636,camera,audio,restricted,98,True,5,1,2,155,115,regular,36,True,True,True,True,348,external,partially_compliant,0,False,True,3
device_637,actuator,health,private_space,99,True,2,4,1,135,112,irregular,88,True,True,True,True,119,external,compliant,0,True,False,3
device_638,actuator,temperature,semi_public,73,False,3,2,1,147,527,regular,20,True,True,True,True,63,internal,partially_compliant,1,False,False,2
device_639,gateway,identification,public_space,11,True,3,4,2,54,818,burst,77,True,True,True,True,63,external,compliant,3,False,True,4
device_640,wearable,video,public_space,68,True,4,2,2,296,709,regular,3,True,True,False,True,344,internal,partially_compliant,1,True,True,3
device_641,camera,pressure,restricted,22,False,5,1,1,58,966,burst,3,True,True,True,True,237,external,partially_compliant,1,False,False,3
device_642,gateway,pressure,private_space,24,False,3,1,3,76,328,burst,71,True,True,True,False,281,internal,compliant,1,True,False,3
device_643,wearable,identification,semi_public,87,True,1,5,1,282,607,irregular,53,False,False,True,False,11,internal,compliant,4,True,True,4
device_644,wearable,audio,restricted,41,True,3,3,3,341,931,burst,12,False,True,False,True,73,internal,partially_compliant,0,True,True,3
device_645,sensor,audio,public_space,16,False,3,5,2,359,496,irregular,84,True,True,True,True,337,internal,compliant,3,True,True,3
device_646,camera,audio,public_space,78,True,4,4,3,127,422,irregular,75,False,True,True,True,124,internal,compliant,1,True,True,3
device_647,camera,video,private_space,46,True,5,1,3,147,751,irregular,67,True,False,False,True,76,none,compliant,4,True,False,3
device_648,actuator,location,private_space,59,False,5,2,2,34,829,irregular,83,False,False,False,True,229,internal,partially_compliant,1,True,True,3
device_649,sensor,location,semi_public,79,True,5,2,3,20,173,burst,59,True,True,True,True,208,internal,compliant,0,True,True,2
device_650,actuator,identification,restricted,88,True,3,4,3,285,869,regular,50,False,True,True,True,293,internal,compliant,3,True,True,3
device_651,camera,video,public_space,11,True,1,3,2,344,262,regular,37,False,False,False,True,304,external,compliant,3,True,False,4
device_652,gateway,location,semi_public,13,True,3,1,3,84,168,irregular,7,True,False,True,True,223,internal,partially_compliant,1,False,True,3
device_653,wearable,humidity,semi_public,4,True,4,4,2,256,418,irregular,13,False,False,True,False,110,internal,partially_compliant,1,False,True,3
device_654,sensor,temperature,public_space,1,True,5,4,2,24,889,irregular,79,False,False,False,True,46,external,non_compliant,4,True,True,3
device_655,actuator,pressure,restricted,89,True,5,5,3,92,648,regular,80,True,False,False,True,44,none,partially_compliant,2,True,False,3
device_656,wearable,identification,private_space,28,True,2,3,1,335,465,irregular,24,False,False,False,True,314,external,compliant,4,True,True,4
device_657,camera,health,semi_public,47,False,5,2,1,122,884,regular,70,True,True,True,True,160,internal,compliant,4,True,True,3
device_658,wearable,health,semi_public,90,True,5,3,3,358,505,irregular,37,False,True,True,False,123,none,non_compliant,2,False,True,3
device_659,sensor,location,public_space,11,True,5,5,2,165,230,burst,28,False,True,True,True,300,internal,partially_compliant,2,True,True,3
device_660,sensor,pressure,private_space,48,True,2,2,1,233,633,irregular,10,True,False,True,False,89,none,partially_compliant,4,False,False,3
device_661,gateway,humidity,public_space,49,True,3,2,1,220,904,burst,39,False,True,True,True,350,none,partially_compliant,4,True,False,3
device_662,actuator,health,private_space,10,True,3,1,3,333,118,irregular,31,True,False,True,True,312,none,compliant,4,True,True,3
device_663,camera,location,public_space,15,True,4,4,1,176,639,regular,14,True,False,False,True,130,none,compliant,2,True,True,3
device_664,actuator,location,private_space,3,False,3,1,3,174,597,irregular,20,False,True,True,True,326,none,partially_compliant,3,True,True,3
device_665,sensor,video,public_space,24,True,2,1,3,327,440,burst,16,False,False,True,False,91,internal,compliant,4,True,True,3
device_666,camera,identification,private_space,14,True,5,4,3,87,967,irregular,10,True,False,False,True,333,external,compliant,1,True,False,3
device_667,actuator,humidity,restricted,15,True,2,2,3,208,163,burst,39,True,False,True,True,187,internal,non_compliant,0,True,True,3
device_668,camera,location,public_space,30,True,1,4,1,227,810,regular,1,True,True,True,True,274,none,compliant,1,True,True,3
device_669,gateway,identification,semi_public,40,True,2,3,1,4,721,burst,88,True,True,False,True,1,none,non_compliant,3,False,True,4
device_670,camera,temperature,public_space,38,True,1,4,2,297,801,irregular,36,True,True,True,True,266,internal,compliant,1,True,True,2
device_671,wearable,humidity,private_space,22,True,1,3,1,100,429,irregular,48,True,False,True,False,86,internal,compliant,4,True,True,3
device_672,wearable,humidity,semi_public,25,True,3,5,1,343,303,regular,38,False,True,True,True,47,internal,partially_compliant,4,False,True,3
device_673,wearable,video,semi_public,45,True,1,1,2,92,857,burst,86,False,False,True,False,19,internal,partially_compliant,0,True,True,3
device_674,wearable,location,private_space,93,True,4,1,2,77,751,irregular,58,True,True,True,True,225,none,compliant,4,False,False,3
device_675,sensor,temperature,restricted,95,False,3,1,3,354,878,irregular,27,True,False,True,False,205,internal,compliant,4,False,True,3
device_676,wearable,identification,restricted,47,True,4,2,2,201,684,irregular,41,True,True,False,False,308,external,compliant,0,True,True,3
device_677,gateway,health,private_space,34,True,5,1,1,154,528,burst,38,True,False,True,True,74,none,partially_compliant,4,True,True,3
device_678,wearable,identification,semi_public,79,True,4,3,2,295,859,burst,14,True,True,True,True,337,none,compliant,4,True,True,3
device_679,sensor,humidity,semi_public,74,False,1,4,1,276,944,irregular,5,False,False,True,True,14,none,compliant,2,True,True,3
device_680,sensor,location,public_space,28,False,4,2,1,98,464,burst,80,True,True,True,True,210,none,partially_compliant,0,True,True,2
device_681,sensor,audio,restricted,64,True,3,1,3,159,801,burst,32,True,True,True,True,26,internal,compliant,0,True,True,2
device_682,gateway,audio,private_space,89,False,1,3,1,305,185,irregular,49,True,False,False,True,231,internal,compliant,1,True,False,4
device_683,wearable,pressure,restricted,55,True,5,4,1,182,989,burst,10,True,True,True,True,50,none,compliant,2,True,True,2
device_684,gateway,pressure,private_space,29,True,5,4,3,41,280,burst,26,True,True,True,False,43,none,compliant,1,False,True,2
device_685,actuator,pressure,restricted,10,True,4,1,1,236,99,burst,76,False,False,True,False,121,internal,compliant,2,True,True,3
device_686,wearable,identification,public_space,72,True,2,5,1,114,202,regular,13,True,True,True,True,160,internal,partially_compliant,4,False,True,4
device_687,wearable,health,private_space,7,True,1,5,2,313,640,burst,38,True,False,True,False,292,internal,compliant,2,True,True,4
device_688,sensor,identification,private_space,87,True,1,1,1,355,922,burst,23,True,True,False,True,6,internal,partially_compliant,2,True,True,3
